0,0.894493,0.871458
1,0.90719,0.87059
2,1.00156,0.874327
3,0.835341,0.868537
4,0.856629,0.879565
5,0.944982,0.876974
6,0.801633,0.868428
7,0.237593,0.876803
8,1.00329,0.869906
9,0.857177,0.869182
10,0.976471,0.882891
11,0.821582,0.866379
12,0.959954,0.873666
13,0.986585,0.874584
14,0.888518,0.871351
15,0.861732,0.862749
16,0.91281,0.871518
17,0.943185,0.868242
18,0.897834,0.876176
19,0.83498,0.881957
20,0.902049,0.865748
21,0.867624,0.879828
22,0.891605,0.868695
23,0.872542,0.870834
24,0.875152,0.859132
25,0.881278,0.87557
26,0.890826,0.865859
27,0.89849,0.863183
28,0.894659,0.862142
29,0.775176,0.871685
30,0.777016,0.871087
31,0.231298,0.869976
32,0.85927,0.86804
33,0.235889,0.862997
34,0.229898,0.86825
35,0.75385,0.867033
36,0.893947,0.870669
37,0.735258,0.868187
38,0.756258,0.876936
39,0.233077,0.86463
40,0.233573,0.862643
41,0.232858,0.859056
42,0.232335,0.876163
43,0.20441,0.868532
44,0.610164,0.869424
45,0.646645,0.873099
46,0.669107,0.871558
47,0.646205,0.864217
48,0.634222,0.86646
49,0.58451,0.85938
50,0.649517,0.865843
51,0.232007,0.861831
52,0.411847,0.865482
53,0.232186,0.847863
54,0.658973,0.862713
55,0.6743,0.860501
56,0.64731,0.863154
57,0.650997,0.863151
58,0.648491,0.862849
59,0.29036,0.858767
60,0.722774,0.861641
61,0.686973,0.870802
62,0.780833,0.868583
63,0.802001,0.87292
64,0.232887,0.873252
65,0.225875,0.862433
66,0.80277,0.873588
67,0.861992,0.848932
68,0.935621,0.857398
69,0.920221,0.866437
70,0.959497,0.867867
71,0.973931,0.870401
72,0.938522,0.863493
73,0.889703,0.861197
74,0.926854,0.871511
75,0.2355,0.855304
76,0.879528,0.869415
77,0.939936,0.860063
78,0.854309,0.871219
79,0.739143,0.868614
80,0.219977,0.874258
81,0.881575,0.870447
82,0.76929,0.864914
83,0.84576,0.864678
84,0.693918,0.867965
85,0.860994,0.86391
86,0.24429,0.87553
